2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,3,3,3,4,3,3,3,3,3,4,3,3,4,3,3,3,3,3,2,3,3,3,2,
2,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,2,3,3,3,2,
2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,
2,4,3,3,3,3,3,4,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,2,
2,3,3,3,4,3,3,4,3,3,3,4,3,3,3,4,3,3,4,3,3,3,3,2,
2,3,3,3,4,3,3,3,3,3,3,3,3,3,4,4,3,3,4,4,3,3,3,2,
2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,
2,3,3,3,3,3,4,4,4,4,4,3,3,4,4,4,4,4,3,3,3,3,3,2,
2,3,3,3,3,3,4,4,4,3,3,3,3,3,3,4,4,4,3,3,3,3,3,2,
2,3,3,3,3,3,4,2,3,3,3,3,3,3,3,3,2,4,3,3,3,3,3,2,
2,4,4,3,3,3,4,4,4,3,3,3,3,3,3,4,4,4,3,3,3,3,3,2,
2,3,3,3,3,3,3,4,4,3,3,3,3,3,3,4,4,3,3,3,3,3,3,2,
2,3,3,3,3,3,3,2,2,3,3,3,3,3,3,2,2,3,3,3,3,3,3,2,
2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,
2,4,3,3,3,3,3,3,4,4,4,3,3,4,4,4,3,3,3,3,3,4,4,2,
2,4,3,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,4,2,
2,3,3,3,4,4,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,4,4,2,
2,3,3,3,4,4,3,3,3,3,4,4,4,4,3,3,3,3,3,4,4,4,4,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,
0,0,0,0,0,0,11,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,10,0,0,0,
0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
