2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,3,3,2,2,2,2,3,3,2,2,3,3,2,2,3,3,2,2,2,2,3,3,2,
2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,
2,2,3,3,2,3,3,2,2,3,3,2,2,3,3,2,2,3,3,2,3,3,2,2,
2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,3,2,2,3,2,2,
2,2,3,3,2,3,3,3,3,3,2,3,2,2,3,3,3,3,3,2,3,3,2,2,
2,2,3,3,2,2,2,2,2,3,3,3,2,3,3,3,3,2,2,2,3,3,2,2,
2,3,3,3,3,3,2,2,3,3,3,2,2,2,2,2,2,2,3,3,3,3,3,2,
2,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,2,2,3,3,3,3,2,
2,2,3,3,3,2,2,3,3,3,3,3,2,2,3,3,3,2,2,2,3,3,2,2,
2,2,2,2,2,2,2,3,3,3,3,3,2,3,3,3,3,2,2,2,3,3,2,2,
2,2,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,2,
2,3,3,3,3,3,2,2,3,3,3,2,2,3,3,3,2,2,3,3,3,3,2,2,
2,2,3,3,2,2,2,2,2,3,2,2,3,3,3,2,2,2,2,2,2,2,2,2,
2,2,3,3,2,3,3,3,2,2,2,2,3,2,3,3,3,3,3,3,3,3,2,2,
2,2,3,2,2,2,2,2,2,3,2,3,3,2,2,2,2,2,2,2,2,3,2,2,
2,2,3,3,2,3,3,2,2,3,3,3,2,2,3,3,2,3,3,2,3,3,2,2,
2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,
2,3,3,2,2,2,2,3,3,2,2,3,3,2,2,3,3,2,2,2,2,3,3,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,
0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,
0,13,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,11,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,13,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,12,0,0,
0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,
0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
